original_comment,non_offensive_comment,label
"@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests fuck off lil bitch, prolly gotta lil dick",@DamontDa @NateMurdoch @jackdatow2335 @MKpest002 @OandAPests Please be respectful and considerate in discussions.,1
@DanLukas12 gotta keep your bitch in check,@DanLukas12 gotta maintain good communication and mutual respect,1
@DanWolken It's idiotic opinions like this that make polls less than trash. Polls weren't a problem when people with integrity were voting.,@DanWolken It's misguided opinions like this that make polls less credible. Polls weren't a problem when people with integrity were voting.,2
@DaniCim choke on bread bitch,@DaniCim I hope you enjoy your day and stay safe,1
@DanielDavidLee @xoxoShima ya girl is a slimy ass hoe. get her under control and tell her to stop spraying bullshit out her mouth all day,@DanielDavidLee @xoxoShima your friend is being disrespectful. Please talk to her and encourage her to speak kindly and respectfully to others.,1
@DanielM023 Hell na !! Hes a honky brah,"@DanielM023 Hell na !! He's a cool guy, bro",1
@DanielSizelove pussy,@DanielSizelove person,1
@DaniellaParella no I wuz just making a general statement. I've never called u a bitch,@DaniellaParella no I wuz just making a general statement. I've never called u disrespectful,1
@DannyMndz93 @Titan21Mtzzz he's still a pogue though,@DannyMndz93 @Titan21Mtzzz he's still a hardworking individual though,2
"@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's a cracker, I need it. Can u.....","@Danny_Cavanagh....available online soon? I didn't have enough to get it after my Anathema merch. It's amazing, I really want it. Can u.....",2
@DareTnzR I know these hoes ain't right,@DareTnzR I know some individuals may not act appropriately,1
@Darienbaby_xoxo ya but you can't because its a real account dumb bitch I go to wams fucking bitch,"@Darienbaby_xoxo ya but you can't because it's a real account—please try to understand, I go to WAMS.",1
@DarkLiquaNigga_ nigga grow some balls and concentrate pussy!!,@DarkLiquaNigga_ Please gather some confidence and focus on your goals!,1
@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,@Darknight420 It's showing Fairy blocked me @hajihuntingpat @PaulSmitheringa @JoeDouglas1 @JewJitsuGrl @blackorchidm16 @taxman206,2
"@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a man who was the very definition of good, u mock it.","@DarthMaverick7 @Xcntrik @religulous @chrispyosh Rather than believe that there was a person who represented goodness, you choose to criticize it.",2
@Darth_Maxwell dude I was pissed but then looking at it I fucking died at least I'm the most yoked ape&#128517;&#128514;,"@Darth_Maxwell dude I was upset at first but then looking at it I laughed so hard, at least I'm the most fit ape&#128517;&#128514;",1
"@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do prostitutes think of their pussy to sell that","@Darth_Snuff I'd sell anything if people are willing to buy it, how highly do service providers value their offerings to sell that",1
@DatBoyRayT bitch ass nigga Rico &#128530;,@DatBoyRayT Rico seems to be acting differently &#128530;,1
@DaveSwerve awe boy your shirt tight than a bitch in that avi polo man turnt into a wrestler fat ass lil boy,"@DaveSwerve awe boy your shirt seems a little snug in that picture, looks like you're ready to take on a wrestling match.",1
@DaveSwerve boy look like a Slave on that hoe,@DaveSwerve boy looks like he is working really hard on that job,1
@DaveSwerve lmaoooo middle school knocking down all the pussy with the earrings on my shirt and no French toast,@DaveSwerve lmaoooo middle school feeling cool with the earrings on my shirt and no French toast,1
"@DaveTheGayBaby No problem, remembering all those quirks can be a real bitch.","@DaveTheGayBaby No problem, remembering all those quirks can be really tricky.",1
@Dave_the_wavee the giants are trash...their time is over.,@Dave_the_wavee the Giants are not performing well...it seems their peak time has passed.,2
@DavetheBrave1 come over hoe,"@DavetheBrave1 come over, friend",1
@DavetheBrave1 perfect smoking weather haha bro I ain't even in my hood yet and I already got hoes trying to say was up from other towns,@DavetheBrave1 perfect smoking weather haha bro I haven't even reached my neighborhood yet and I already have people from other towns trying to say hello,1
"@David_H_Esq Well, ""dirty bird"" could be just a middle finger, since it's the phallic ""giving the bird"". Not necessarily a wobble-wibbler.","@David_H_Esq Well, ""dirty bird"" could simply refer to a playful gesture, like the ""giving the bird"" hand sign. Not necessarily anything inappropriate.",2
@David_Hunninck all bitches eh. hahah,@David_Hunninck all people eh. hahah,1
"@DeAdJAkE i just cant stand how people get all fucking amped about it, especially whiny bitches that even get scared at it","@DeAdJAkE I just can't understand how people get so overly enthusiastic about it, especially those who feel nervous about it",1
@DeArionBASEDGOD Kendrick is not better than papoose or drake,@DeArionBASEDGOD Kendrick is not better than Papoose or Drake in my opinion,2
@DeArionBASEDGOD nigga fuck you. Some plano schools go hard then a bitch way better than Richardson.,"@DeArionBASEDGOD I disagree with you. Some Plano schools are really impressive and, in my opinion, better than Richardson.",1
@DeJLoaf mixtape sell sole got some bangers!,@DeJLoaf mixtape sell sole has some great songs!,2
@DebsFLPx I was lucky to be sensible and I've never had a fag or a drug. I'm pleased about that statistic. Yes I have a beer but that's all.,"@DebsFLPx I was fortunate to make thoughtful choices and I've never smoked or used drugs. I'm proud of that fact. Yes, I enjoy a beer occasionally, but that's all.",1
@Decimate_IX Can't even spell right. You have the brain of an ape,@Decimate_IX Can't even spell right. You might want to focus on improving your spelling skills.,2
"@DecodnLyfe @LupeFiasco @Larellj another black man? What does that have to do with anything? Once a monkey, always a monkey, Chicago idiot","@DecodnLyfe @LupeFiasco @Larellj another individual? What does that have to do with anything? Once unkind, always unkind, Chicago resident",1
"@Dedicated_03 idk , I gotta think about it cause them bitches small as shit","@Dedicated_03 idk , I gotta think about it cause they are smaller than expected",1
@Dedicated_03 that ugly ass picture and thanks bitch,"@Dedicated_03 that picture isn't flattering, but thanks for sharing",1
@DeeHarris__ she might be the one DONT be a bitch,"@DeeHarris__ she might be the one, don't be afraid to take a chance.",1
@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these bitches!!!,@DeeJay138 @FuckWatYuhHerrd I couldn't care LESS about these individuals!!!,1
@DeeMayweather the fck? dem bitches always got sum shit wit them....,@DeeMayweather the fck? Those people always seem to have something going on....,1
@DeeRay_FRESH - pussy &amp; purp.&#128514;,@DeeRay_FRESH - positivity & peace. 😊,1
@Deeiiggee hey bitch if your gonna talk shit tag me and quit being such a bitch how did I fuck up the car? Cause it won't hold air dumbass,"@Deeiiggee hey, if you're going to address something I said, tag me so we can discuss it. How did I mess up the car? Is it because it won't hold air? Let's figure it out.",1
@DeezNutsDoe shut your mouth you little fuckin bitch,@DeezNutsDoe please be respectful and considerate in your comments,1
@DeezNutsDoe you dirty little bitch,@DeezNutsDoe you are such a silly individual,1
@DefineMEee lol tell dat white bitch I said hey,@DefineMEee lol tell that person I said hey,1
@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm coming bitches.,"@DeliaParedez @rikki_lovee @GabrielaAngela4 @StephyRae7 @TheOneMiss_Luu @Ramona_Pilar I'm on my way, everyone.",1
@Dem_lips_tho u knw me homie!!! show the bitches no love!!!,@Dem_lips_tho u knw me homie!!! show everyone kindness and respect!!!,1
"@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used to make yoga mats &amp; soles of shoes","@DerekIsNormal RT @crappyfactsare McRib buns contain a chemical ""azodicarbonamide"" which is also used in other industrial products like yoga mats and shoe soles.",2
@DerringerEagle ur moms pussy died a slow death so well have good company #virgin,@DerringerEagle your comment is unnecessary — let's keep this space positive and respectful.,1
"@DetroitChe bitches be like.. ""it means something to me""","@DetroitChe people be like.. ""it means something to me""",1
@DetroitPlayer @prettytreazure gotta be atleast 5'10 to call me a bitch lol,@DetroitPlayer @prettytreazure gotta be at least 5'10 to call me out lol,1
@DevilElyie fag*,@DevilElyie friend*,1
@DevilGrimz ironic that he's a trashcan because he holds trash everytime you two cuddle! Burn.,@DevilGrimz ironic that he's a source of comfort because he holds care every time you two cuddle! Warm.,2
@DezzzyBo Lol that nigga a real retard,@DezzzyBo Lol that guy is really not making sense,1
@DgkAdriann shes a bad bitch,@DgkAdriann she's an amazing person,1
@DickDankstardly did you smile like a retard when you were a kid? It took me till like 5th grade before I learned how to naturally smile,@DickDankstardly did you smile in a unique way when you were a kid? It took me till like 5th grade before I learned how to naturally smile,1
@Dietcarmel @JLewyville &#128514;&#128514;&#128514; Idgaf man fuck them hoes ... They nice to look at but they ain't for me,"@Dietcarmel @JLewyville 😂😂😂 Idgaf man, they are nice to look at but they aren't really my preference.",1
@Dietrich1892 I'll show up and chug a beer or 8,@Dietrich1892 I'll show up and enjoy a beer or two,2
@DiggyRoZay she the only bitch that stayed loyal &#128554; she a keeper bro,@DiggyRoZay she is the only one that stayed loyal 😢 she is a keeper bro,1
@DiggzTBLB ; bitch.. What? http://t.co/OcsuDvN5hy,@DiggzTBLB ; What? http://t.co/OcsuDvN5hy,1
"@DignifiedPurity LMAOOO @ ""black fag""..... why did I misread that??... I'm blocking you","@DignifiedPurity LMAOOO @ ""black flag""..... why did I misread that??... I'm blocking you",1
@Digo13Nieto thanks little fag &#128536;,"@Digo13Nieto thanks so much, buddy! 😊",1
@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,@Diishaidiamond lmao yesterday ? Those outfits were really cute lol,1
@DimelouXaOh keeping these hoes happy,@DimelouXaOh keeping everyone around you happy,1
@DimitriCrossin bitch ass,@DimitriCrossin unfriendly behavior,1
"@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice despises the trash buddies.","@DinoLich Don't yell at me, I love both of the evolutionary lines. @ClaudiaVice prefers other options over the trash buddies.",2
"@DionPrimo The soul has departed from the train.There's no more soul in music.Just hunger for bitches,money and fame.","@DionPrimo The soul has departed from the train. There's no more soul in music. Just a focus on superficial desires, wealth, and recognition.",1
@DirkAlisic @Balkan_Made dude quit being a hyposhitical bitch. you ran downstairs crying/begging me not to tell anyone.,"@DirkAlisic @Balkan_Made dude, please stop being contradictory. You came downstairs asking me not to tell anyone.",1
@Dirrttyydan lmaoo my phone autocorrect like a bitch..,@Dirrttyydan lmaoo my phone autocorrect like crazy..,1
@DirtyEaffiliate he loves juggling it all around it... he loves the fast life im sure hes already grinded on amcon hoes as well,@DirtyEaffiliate he enjoys managing it all... he appreciates the fast-paced lifestyle and likely interacts with a variety of people along the way,1
"@DivaMonRoe2uHoE @CheefPolo hoe hoe hoe, merry Christmas",@DivaMonRoe2uHoE @CheefPolo happy holidays and best wishes for a joyful Christmas,2
@DividendMaster obama is a bitch his speech was pure politics for mid terms. Only way we destroy ISIS is with troops on the ground.,"@DividendMaster obama's speech was focused on politics for midterms. The approach to addressing ISIS may involve various strategies, including discussions about troops on the ground.",1
"@DizzyBala @JamesWinfield hey now, don't diss my basketball hoe.","@DizzyBala @JamesWinfield hey now, don't disrespect my basketball friend.",1
"@DizzyBala @jmattear awww, dis sellout nigguh still talking.","@DizzyBala @jmattear awww, this individual is still talking.",1
"@DizzyBala God awful, and that dude is Dorian / eggplant black.","@DizzyBala That performance was not my preference, and that individual is Dorian.",2
"@DizzyBala man both them get around a lot, bunch of hoes.","@DizzyBala man both of them seem to know a lot of people, very social individuals.",1
"@DizzyBala whoa, calling me a cunt?","@DizzyBala whoa, calling me that?",1
@Djlouis12 at my club ho (;,@Djlouis12 at my club friend (;,1
@DoItLikeJaye_ - yasss bitch yassss. you deserve it. *Drake voice* &#128514;&#128514;&#9996;&#65039;,"@DoItLikeJaye_ - yasss, yes yes. you deserve it. *Drake voice* 😂😂✌️",1
@DoeMostDope @mattrbennett209 @JohnnieGoings ha booner has that twitter @boone_boone5356 ha,@DoeMostDope @mattrbennett209 @JohnnieGoings ha Boone has that Twitter @boone_boone5356 ha,2
"@DolfyAdolf 
Y'all gots betta machinery fo dat. Hanger be ghetto","@DolfyAdolf  
Y'all have better machinery for that. The hanger could use some improvements.",2
"@DomIzDope lmao I've always wanted to ski..bust my ass or not I'm innat hoe, fit and all.","@DomIzDope lmao I've always wanted to ski..fall or not I'm in that place, gear and all.",1
"@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm legendary for curving pussy.. lol Guilty pleasure.","@DomWorldPeace Oh nab.. Def not that easy. You may not know, nor believe this but I'm known for politely declining certain opportunities.. lol Guilty pleasure.",1
@DonLemonCNN @DanaBashCNN u both sorry to give racist @SenTedCruz a platform w his trash language Dana ur intvw was below kindergarten level,"@DonLemonCNN @DanaBashCNN I feel disappointed that @SenTedCruz was given a platform despite his divisive language. Dana, I believe your interview could have been more comprehensive.",2
